立案时间,火警地址,火警类型,所属大队,所属街道,实/虚警,所属队站,备注内容,微站,微站调派时间,微站出动时间,微站到场时间,微站出动用时,中队到场时间,微站出水情况,微站处置,建筑物内/外,中队出动时间
1/18/2025 18:24,浦东新区 曹路镇 滨源公路 不到 东靖路（消防处置）（到场处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧垃圾,金钻路微站,1/18/2025 18:26,1/18/2025 18:26,1/18/2025 18:37,23.0,1/18/2025 18:32,否,警戒,,1/18/2025 18:25
1/18/2025 18:11,浦东新区 川沙新镇纯新村 纯新南支路（消防处置）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,六灶站,室外烧垃圾,六团储店微站,1/18/2025 18:13,1/18/2025 18:13,1/18/2025 18:20,17.0,1/18/2025 18:22,是,出水处置,,1/18/2025 18:12
1/18/2025 15:26,浦东新区 康桥镇 沔新路599号附近（消防处置）（到场处置）,杂物,三林大队（六大队）,康桥镇,实警,申江站,烧农田的杂草,橫沔微站,1/18/2025 15:28,1/18/2025 15:28,1/18/2025 15:33,15.0,1/18/2025 15:33,是,出水处置,,1/18/2025 15:27
1/18/2025 13:16,浦东新区 陆家嘴街道 环球金融中心（误报）（到场未处置）,单位,陆家嘴大队（一大队）,陆家嘴街道,虚警,梅园站,误报,明珠微站,1/18/2025 13:18,1/18/2025 13:19,1/18/2025 13:24,47.0,1/18/2025 13:22,否,警戒,,1/18/2025 13:17
1/18/2025 12:46,浦东新区 航头镇长达村长浜10组945号（消防处置）（到场处置）,杂物,三林大队（六大队）,航头镇,实警,航头站,围墙下烧垃圾,航南微站,1/18/2025 12:47,1/18/2025 12:49,1/18/2025 13:01,111.0,1/18/2025 12:54,否,警戒,,1/18/2025 12:46
1/18/2025 10:54,浦东新区 惠南镇 宣黄公路 靠近 城西南路 往北近桥（微站处置）（到场未处置）,杂物,惠南大队（八大队）,惠南镇,实警,惠南站,路边烧杂物,惠园微站,1/18/2025 10:55,1/18/2025 10:55,1/18/2025 11:00,13.0,1/18/2025 11:12,是,出水处置,,1/18/2025 10:54
1/18/2025 9:34,浦东新区 航头镇 航川路52号川源物流园1号3楼 恒懋茂业有限公司（驻防车出动）（消防处置）（到场处置）,单位,三林大队（六大队）,航头镇,实警,航头站,房间内钢琴木架子着火,航头专职队,1/18/2025 9:35,1/18/2025 9:36,1/18/2025 9:41,51.0,1/18/2025 9:41,是,出水处置,,1/18/2025 9:34
1/18/2025 7:24,浦东新区 周家渡街道 昌里东路190弄8号21楼(云台二小区)（祭扫）（居民处置）（到场未处置）,居民,世博大队（七大队）,周家渡街道,实警,周渡站,楼道烧祭祀品,恒大微站,1/18/2025 7:25,1/18/2025 7:28,1/18/2025 7:33,134.0,1/18/2025 7:32,否,警戒,,1/18/2025 7:25
1/18/2025 7:06,浦东新区 高东镇 光泽路120弄40号301室（误报）（到场未处置）,居民,保税大队（四大队）,高东镇,虚警,保税站,误报,高东微站,1/18/2025 7:09,1/18/2025 7:11,1/18/2025 7:18,142.0,1/18/2025 7:15,否,警戒,,1/18/2025 7:06
1/18/2025 2:23,浦东新区 香楠路39弄17号,居民,川沙大队（三大队）,张江镇,虚警,张江站,误报，无着火冒烟情况,杨镇微站,1/18/2025 2:25,1/18/2025 2:26,1/18/2025 2:34,60.0,1/18/2025 2:33,否,警戒,,1/18/2025 2:23
1/17/2025 23:02,浦东新区 塘桥街道 东方路1669弄8号9楼（消防处置）（到场处置）,居民,陆家嘴大队（一大队）,塘桥街道,实警,塘东站,楼道烧祭祀品,东方城市花园微站,1/17/2025 23:03,1/17/2025 23:05,1/17/2025 23:11,142.0,1/17/2025 23:08,否,警戒,,1/17/2025 23:03
1/17/2025 22:56,浦东新区 祝桥镇 施宏路 靠近 川南奉公路（消防处置）（到场处置）,杂物,惠南大队（八大队）,祝桥镇,实警,江镇站,室外烧垃圾,祝桥专职队,1/17/2025 22:57,1/17/2025 22:58,1/17/2025 23:01,38.0,1/17/2025 23:07,是,堵截,,1/17/2025 22:57
1/17/2025 22:35,浦东新区 康桥镇 梓康路580弄89号304室（燃烧物质燃尽）（到场处置）,居民,三林大队（六大队）,康桥镇,实警,周浦站,楼道内烧祭祀品,半岛微站,1/17/2025 22:36,1/17/2025 22:37,1/17/2025 22:44,13.0,1/17/2025 22:42,否,警戒,,1/17/2025 22:36
1/17/2025 21:48,浦东新区 惠南镇 公园新村18号404室（误报）,居民,惠南大队（八大队）,惠南镇,虚警,惠南站,误报，做饭产生的烟气,南门微站,1/17/2025 21:49,1/17/2025 21:49,1/17/2025 21:52,13.0,1/17/2025 21:55,否,警戒,,1/17/2025 21:48
1/17/2025 18:42,浦东新区 南汇新城镇 云皓路518弄万达钻石湾7号楼下（其他社会力量处置）（到场未处置）,地下空间,临港大队（九大队）,南汇新城镇,实警,滴水湖站,地下车库内烧饮水机,方竹路微站,1/17/2025 18:43,1/17/2025 18:46,1/17/2025 19:01,192.0,1/17/2025 18:56,否,警戒,,1/17/2025 18:43
1/17/2025 16:46,浦东新区 北蔡镇 鹏岳路152弄13号9楼（驻防车出动）（祭扫）（居民处置）（到场未处置）,居民,三林大队（六大队）,北蔡镇,实警,永泰站,楼道内烧祭祀品,六里（杨莲)微站,1/17/2025 16:47,1/17/2025 16:49,1/17/2025 16:54,123.0,1/17/2025 17:00,否,警戒,,1/17/2025 16:46
1/17/2025 16:23,浦东新区 书院镇洼港村五号路 靠近洼港 四灶路（消防处置）（到场处置）,杂物,临港大队（九大队）,书院镇,实警,书院站,室外烧杂草,新港微站,1/17/2025 16:24,1/17/2025 16:24,1/17/2025 16:28,28.0,1/17/2025 16:39,是,堵截,,1/17/2025 16:23
1/17/2025 16:10,浦东新区 宣桥镇 三灶派出所对面 南六公路 靠近 下盐路（误报）（到场未处置）,电线,惠南大队（八大队）,宣桥镇,虚警,惠南站,报警器故障,明祥苑微站,1/17/2025 16:11,1/17/2025 16:13,1/17/2025 16:16,97.0,1/17/2025 16:23,否,到场未处置,,1/17/2025 16:11
1/17/2025 15:55,浦东新区 惠南镇团结村8组367号 团兴北路进入（消防处置）（到场处置）,杂物,惠南大队（八大队）,惠南镇,实警,惠南站,室外烧杂物,团结村微站,1/17/2025 15:57,1/17/2025 15:57,1/17/2025 16:00,16.0,1/17/2025 16:12,是,堵截,,1/17/2025 15:56
1/17/2025 15:37,浦东新区 曹路镇 华东路 靠近 顾明路 联之梦农场附近（消防处置）（到场处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧秸秆,竞赛村微站,1/17/2025 15:38,1/17/2025 15:40,1/17/2025 15:49,103.0,1/17/2025 15:49,否,警戒,,1/17/2025 15:38
1/17/2025 15:16,浦东新区 书院镇 塘下公路 普露湾休闲园边上（微站处置）（到场未处置）,杂物,临港大队（九大队）,书院镇,实警,滴水湖站,室外烧杂草,书院微站,1/17/2025 15:16,1/17/2025 15:18,1/17/2025 15:23,67.0,1/17/2025 15:30,是,堵截,,1/17/2025 15:17
1/17/2025 13:57,浦东新区 张江镇 华佗路640号 沙县美食（九小场所-小餐饮）（消防处置）（到场处置）,单位,川沙大队（三大队）,张江镇,实警,张江站,烧灶台及油烟管道,莲溪微站,1/17/2025 13:58,1/17/2025 14:01,1/17/2025 14:09,163.0,1/17/2025 14:03,否,警戒,,1/17/2025 13:57
1/17/2025 13:56,浦东新区 高桥镇三岔港村唐家宅86号（消防处置）（到场处置）,杂物,保税大队（四大队）,高桥镇,实警,高桥站,室外烧杂草,凌桥专职队,1/17/2025 13:57,1/17/2025 13:59,1/17/2025 14:00,132.0,1/17/2025 14:17,是,堵截,,1/17/2025 13:56
1/17/2025 13:43,浦东新区 惠南镇 听潮南路427弄23号1楼（消防处置）（到场处置）,居民,惠南大队（八大队）,惠南镇,实警,惠南站,卧室内烧床,惠园微站,1/17/2025 13:44,1/17/2025 13:45,1/17/2025 13:55,56.0,1/17/2025 13:58,否,警戒,,1/17/2025 13:43
1/17/2025 13:36,浦东新区 张江镇 张东路2281弄139号1楼（误报）（到场未处置）,居民,川沙大队（三大队）,张江镇,虚警,唐镇站,被子被烟头烫了个洞,玉兰香苑微站,1/17/2025 13:37,1/17/2025 13:38,1/17/2025 13:42,65.0,1/17/2025 13:45,否,警戒,,1/17/2025 13:37
1/17/2025 13:11,浦东新区 张江镇 建中路461弄(建中小区)8栋1号101室（微站处置）（到场未处置）,居民,川沙大队（三大队）,张江镇,实警,张江站,烧锅子,川杨新苑社区微站,1/17/2025 13:12,1/17/2025 13:15,1/17/2025 13:28,188.0,1/17/2025 13:20,否,警戒,,1/17/2025 13:12
1/17/2025 12:59,浦东新区 张江镇 益江路286弄19号601室（微站处置）（到场未处置）,居民,川沙大队（三大队）,张江镇,虚警,张江站,厨房烧灶台,玉兰香苑微站,1/17/2025 13:00,1/17/2025 13:00,1/17/2025 13:03,17.0,1/17/2025 13:09,否,警戒,,1/17/2025 13:00
1/17/2025 12:26,浦东新区 周家渡街道 昌里路167弄13号402室（误报）（到场未处置）,居民,世博大队（七大队）,周家渡街道,虚警,周渡站,居民家中熏蟑螂,雪野二村微站,1/17/2025 12:29,1/17/2025 12:30,1/17/2025 12:33,27.0,1/17/2025 12:36,否,"警戒,人员疏散",,1/17/2025 12:27
1/17/2025 12:01,浦东新区 祝桥镇星光村9组586号（微站处置）（到场未处置）,杂物,惠南大队（八大队）,祝桥镇,实警,祝桥站,室外烧杂物,祝桥微站,1/17/2025 12:02,1/17/2025 12:02,1/17/2025 12:08,17.0,1/17/2025 12:16,否,警戒,,1/17/2025 12:02
1/16/2025 23:32,浦东新区 惠南镇 梅花新邨22号301室（燃烧物质燃尽）（到场处置）,居民,惠南大队（八大队）,惠南镇,实警,惠南站,浴室内烧浴霸,海曲雅苑微站,1/16/2025 23:33,1/16/2025 23:34,1/16/2025 23:39,41.0,1/16/2025 23:40,否,警戒,,1/16/2025 23:33
1/16/2025 21:43,浦东新区 花木街道 莲溪路550弄26号503室(玉兰小区)（消防处置）（到场处置）,居民,三林大队（六大队）,北蔡镇,实警,塘东站,厨房内烧落水管,六里（杨莲)微站,1/16/2025 21:44,1/16/2025 21:44,1/16/2025 21:54,19.0,1/16/2025 21:54,否,警戒,,1/16/2025 21:43
1/16/2025 21:33,浦东新区 陆家嘴街道 乳山五村 东方路上路边一栋（误报）（到场未处置）,居民,陆家嘴大队（一大队）,陆家嘴街道,虚警,铜山站,误报，未发现着火冒烟情况,陆家嘴微站,1/16/2025 21:34,1/16/2025 21:35,1/16/2025 21:38,68.0,1/16/2025 21:39,否,警戒,,1/16/2025 21:34
1/16/2025 21:20,浦东新区 六灶镇汤店村5组312号旁（误报）（到场未处置）,电线,川沙大队（三大队）,川沙新镇,虚警,六灶站,误报，现场无着火冒烟情况,六灶鹿城微站,1/16/2025 21:21,1/16/2025 21:22,1/16/2025 21:29,68.0,1/16/2025 21:35,否,警戒,,1/16/2025 21:20
1/16/2025 20:04,浦东新区 宣桥镇张家桥村9组831号西面200米垃圾房（消防处置）（到场处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,室外烧杂物,宣桥专职队,1/16/2025 20:05,1/16/2025 20:06,1/16/2025 20:14,83.0,1/16/2025 20:21,是,堵截,,1/16/2025 20:05
1/16/2025 19:45,浦东新区 高桥镇 江东路1573号对面（消防处置）（到场处置）,杂物,保税大队（四大队）,高桥镇,实警,高桥站,室外烧垃圾,新农村微站,1/16/2025 19:48,1/16/2025 19:49,1/16/2025 19:54,88.0,1/16/2025 20:01,是,堵截,,1/16/2025 19:45
1/16/2025 19:43,浦东新区 曹路镇 龚华苑43号后面（消防处置）（到场处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧杂物,虹星路微站,1/16/2025 19:44,1/16/2025 19:44,1/16/2025 19:50,-8.0,1/16/2025 19:49,否,警戒,,1/16/2025 19:43
1/16/2025 18:45,浦东新区 周浦镇 林海公路 北向南 靠近 S32 入口闸道500米 树林里（祭扫）（消防处置）（到场处置）,杂物,三林大队（六大队）,周浦镇,实警,周浦站,室外烧祭祀品,三林专职队,1/16/2025 18:50,1/16/2025 18:52,1/16/2025 19:08,135.0,1/16/2025 19:10,是,堵截,,1/16/2025 18:48
1/16/2025 18:32,浦东新区 合庆镇蔡路村北丁家宅119号旁边（误报）（到场未处置）,杂物,川沙大队（三大队）,合庆镇,虚警,川沙站,误报，现场灯光折射，无着火冒烟情况,跃丰微站,1/16/2025 18:33,1/16/2025 18:35,1/16/2025 18:50,150.0,1/16/2025 18:49,否,警戒,,1/16/2025 18:32
1/16/2025 18:26,浦东新区 浦兴路街道 胶东路855弄15号601室(金舟苑)（驻防车出动）（居民处置）（到场未处置）,居民,外高桥大队（五大队）,浦兴路街道,实警,庆宁站,楼道烧电表箱,东陆路微站,1/16/2025 18:27,1/16/2025 18:28,1/16/2025 18:38,55.0,1/16/2025 18:37,否,警戒,,1/16/2025 18:27
1/16/2025 17:51,浦东新区 陆家嘴街道 正大广场停车场出口旁边陆家嘴西路上花坛处（燃烧物质燃烬）（到场未处置）,杂物,陆家嘴大队（一大队）,陆家嘴街道,实警,铜山站,室外烧杂草,明珠微站,1/16/2025 17:53,1/16/2025 17:54,1/16/2025 17:57,63.0,1/16/2025 17:57,是,堵截,,1/16/2025 17:52
1/16/2025 15:05,浦东新区 张江镇 勤政路88弄 华发世纪 东门 菜鸟驿站门口（误报）（到场未处置）,单位,川沙大队（三大队）,张江镇,虚警,张江站,电子秤电池冒烟,孙桥微站,1/16/2025 15:05,1/16/2025 15:06,1/16/2025 15:09,31.0,1/16/2025 15:18,是,堵截,,1/16/2025 15:05
1/16/2025 14:23,浦东新区 泥城镇 S2往市区 过 南芦公路200米左右地面道路（燃烧物质燃尽）（到场未处置）,杂物,临港大队（九大队）,泥城镇,实警,泥城站,室外烧秸秆,彭镇微站,1/16/2025 14:24,1/16/2025 14:25,1/16/2025 14:35,47.0,1/16/2025 14:42,否,警戒,,1/16/2025 14:23
1/16/2025 13:03,浦东新区 周浦镇 芙蓉花路 靠近 青黛路 右边公园芦苇荡（驻防车出动）（燃烧物质燃尽）（到场未处置）,,三林大队（六大队）,周浦镇,实警,周浦站,室外烧杂物,宏南微站,1/16/2025 13:04,1/16/2025 13:05,1/16/2025 13:13,73.0,1/16/2025 13:19,否,警戒,,1/16/2025 13:03
1/16/2025 12:35,浦东新区 高行镇 东靖路 靠近 金京路口（EB）（驻防车出动）（微站处置）（到场未处置）,车辆,保税大队（四大队）,高行镇,实警,五洲站,电动三轮车控制器短路冒烟,高行微站,1/16/2025 12:37,1/16/2025 12:38,1/16/2025 12:42,67.0,1/16/2025 12:45,是,堵截,,1/16/2025 12:36
1/16/2025 12:34,浦东新区 花木街道 牡丹路258弄9号601室（居民处置）（到场未处置）,居民,陆家嘴大队（一大队）,花木街道,实警,塘东站,厨房内烧插座是,牡丹微站,1/16/2025 12:35,1/16/2025 12:36,1/16/2025 12:39,39.0,1/16/2025 12:40,否,警戒,,1/16/2025 12:34
1/16/2025 8:24,浦东新区 惠南镇 东城花苑一村77号302室（居民处置）（到场未处置）,居民,惠南大队（八大队）,惠南镇,实警,惠南站,楼道烧电表箱,海曲雅苑微站,1/16/2025 8:24,1/16/2025 8:25,1/16/2025 8:29,55.0,1/16/2025 8:33,否,警戒,,1/16/2025 8:24
1/16/2025 4:09,浦东新区 宣桥镇 宣桥村422号门口（燃烧物燃尽）（到场未处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,室外农田烧杂物,欣秋苑微站,1/16/2025 4:10,1/16/2025 4:11,1/16/2025 4:16,46.0,1/16/2025 4:23,是,出水处置,,1/16/2025 4:10
1/15/2025 21:56,浦东新区 惠南镇 拱海路79弄6号702室（误报）,居民,惠南大队（八大队）,惠南镇,虚警,祝桥站,居民锅子烧糊,明祥苑微站,1/15/2025 21:57,1/15/2025 21:58,1/15/2025 22:06,29.0,1/15/2025 22:06,,nan,,1/15/2025 21:57
1/15/2025 20:44,浦东新区 书院镇 老芦公路1367号 书院集贸市场（微站处置）（到场处置）,单位,临港大队（九大队）,书院镇,实警,书院站,菜市场内水产店门口摊位烧纸箱,书院微站,1/15/2025 20:45,1/15/2025 20:46,1/15/2025 20:47,60.0,1/15/2025 20:58,是,出水处置,,1/15/2025 20:44
1/15/2025 19:53,浦东新区 祝桥镇 公元2040小区 凉亭路门口 近河边（消防处置）（到场处置）,杂物,惠南大队（八大队）,祝桥镇,实警,祝桥站,室外烧垃圾桶,盐仓微站,1/15/2025 19:54,1/15/2025 19:55,1/15/2025 20:03,53.0,1/15/2025 20:00,,nan,,1/15/2025 19:53
1/15/2025 19:14,浦东新区 惠南镇 听康路79弄13号704室（误报）（到场未处置）,居民,惠南大队（八大队）,惠南镇,虚警,祝桥站,居民正常烧水,黄路村微站,1/15/2025 19:15,1/15/2025 19:17,1/15/2025 19:25,160.0,1/15/2025 19:27,,nan,,1/15/2025 19:15
1/15/2025 18:22,浦东新区 唐镇镇 创新中路 靠近 顾唐路 唐镇幼儿园 西面50米（消防处置）（到场处置）,杂物,川沙大队（三大队）,唐镇,实警,唐镇站,室外烧杂草,唐兴路微站,1/15/2025 18:23,1/15/2025 18:23,1/15/2025 18:30,35.0,1/15/2025 18:30,,nan,,1/15/2025 18:22
1/15/2025 17:54,浦东新区 周浦镇  周东路782弄22支弄(日月星城)7号701室（居民处置）（到场未处置）,居民,三林大队（六大队）,周浦镇,实警,周浦站,居民阳台外上晾衣杆烧衣物,半岛微站,1/15/2025 17:55,1/15/2025 17:56,1/15/2025 18:00,62.0,1/15/2025 18:05,,nan,,1/15/2025 17:54
1/15/2025 17:10,浦东新区 宣桥镇季桥村蔡圈623号 农村自建房（居民处置）（到场处置）,居民,惠南大队（八大队）,宣桥镇,实警,惠南站,居民厨房烧灶台,艺泰安邦微站,1/15/2025 17:11,1/15/2025 17:13,1/15/2025 17:23,124.0,1/15/2025 17:27,,nan,,1/15/2025 17:12
1/15/2025 16:47,浦东新区 康桥镇 上南路6881弄28号农村自建房（消防处置）（到场处置）,居民,三林大队（六大队）,康桥镇,实警,周浦站,居民厨房烧橱柜和油烟机,半岛微站,1/15/2025 16:48,1/15/2025 16:49,1/15/2025 16:55,10.0,1/15/2025 16:51,,nan,,1/15/2025 16:48
1/15/2025 15:28,浦东新区 宣桥镇腰路村13组135号农村自建房（微站处置）（到场处置）,居民,惠南大队（八大队）,宣桥镇,实警,惠南站,烧居民杂物间内杂物,腰路村微站,1/15/2025 15:29,1/15/2025 15:31,1/15/2025 15:36,130.0,1/15/2025 15:38,,nan,,1/15/2025 15:29
1/15/2025 12:49,浦东新区 周家渡街道 雪野路34弄22号104室（消防处置）（到场处置）,居民,世博大队（七大队）,周家渡街道,实警,周渡站,居民厨房烧燃气管道和灶台的连接处,雪野二村微站,1/15/2025 12:51,1/15/2025 12:51,1/15/2025 13:00,35.0,1/15/2025 12:54,,nan,,1/15/2025 12:50
1/15/2025 12:17,浦东新区 航头镇鹤鸣村32组附近 空地上（消防处置）（到场处置）,杂物,三林大队（六大队）,航头镇,实警,航头站,室外烧秸秆,下沙微站,1/15/2025 12:18,1/15/2025 12:21,1/15/2025 12:30,154.0,1/15/2025 12:24,,nan,,1/15/2025 12:18
1/15/2025 8:08,浦东新区 川沙新镇 川沙站地铁站1号口门口（误报）（到场未处置）,车辆（电瓶车）,川沙大队（三大队）,川沙新镇,虚警,川沙站,误报、电瓶车无着火冒烟情况,城厢南市微站,1/15/2025 8:09,1/15/2025 8:10,1/15/2025 8:18,58.0,1/15/2025 8:16,否,监护,,1/15/2025 8:09
1/14/2025 23:56,浦东新区 高桥镇 草高支路170弄港城新苑3号1402室（经核实无需消防处置）（到场未处置）,居民,保税大队（四大队）,高桥镇,虚警,高桥站,居民楼道电表箱短路冒烟,镇北村微站,1/14/2025 23:57,1/14/2025 23:58,1/15/2025 0:01,47.0,1/15/2025 0:04,,nan,,1/14/2025 23:58
1/14/2025 21:34,浦东新区 曹路镇 海容路399弄12号(星海家园)4楼（误报）（到场未处置）,居民,外高桥大队（五大队）,曹路镇,虚警,曹路站,居民阳台一个烟头冒烟,金钻路微站,1/14/2025 21:36,1/14/2025 21:38,1/14/2025 21:41,127.0,1/14/2025 21:43,,nan,,1/14/2025 21:35
1/14/2025 21:32,浦东新区 曹路镇 龚路支路437弄康平佳苑12号1101室（居民处置）（到场处置）,居民,外高桥大队（五大队）,曹路镇,实警,曹路站,居民浴霸起火,龚丰路微站,1/14/2025 21:33,1/14/2025 21:35,1/14/2025 21:42,139.0,1/14/2025 21:40,,nan,,1/14/2025 21:33
